NOME_COMPLETO,NOME_PARA_CITACAO,FLAG_RESPONSAVEL,PROJETO_NOME
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",SIM,"Reconhecimento Robusto de Faces adequado a Plataforma Móveis. Coordenador: Alexandre Falcão. Samsung, Corea, 2012"
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",NAO,Automatização do Diagnóstico de Parasitos Entéricos do Homem por Análise Computadorizada de Imagens
Celso Tetsuo Nagase Suzuki,"SUZUKI, Celso Tetsuo Nagase",NAO,Automatização do Diagnóstico de Parasitos Entéricos do Homem por Análise Computadorizada de Imagens
Sumie H Shimizu,"SHIMIZU, Sumie H",NAO,Automatização do Diagnóstico de Parasitos Entéricos do Homem por Análise Computadorizada de Imagens
Jancarlo Ferreira Gomes,J.F. Gomes,SIM,Automatização do Diagnóstico de Parasitos Entéricos do Homem por Análise Computadorizada de Imagens
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",SIM,Computação Visual em Biomedicina e Saúde. Edital PRP/PRPG: Laboratórios Integrados de Pesquisa (LIP)
Jayaram K Udupa,"UDUPA, J. K.",NAO,Computação Visual em Biomedicina e Saúde. Edital PRP/PRPG: Laboratórios Integrados de Pesquisa (LIP)
Jancarlo Ferreira Gomes,J.F. Gomes,NAO,Computação Visual em Biomedicina e Saúde. Edital PRP/PRPG: Laboratórios Integrados de Pesquisa (LIP)
Andre Souza,A. Souza,NAO,Computação Visual em Biomedicina e Saúde. Edital PRP/PRPG: Laboratórios Integrados de Pesquisa (LIP)
"Ciesielski, K.C.","Ciesielski, K.C.",NAO,Computação Visual em Biomedicina e Saúde. Edital PRP/PRPG: Laboratórios Integrados de Pesquisa (LIP)
Kátia Denise Saraiva Bresciani,"BRESCIANI, K. D. S.",NAO,Computação Visual em Biomedicina e Saúde. Edital PRP/PRPG: Laboratórios Integrados de Pesquisa (LIP)
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",SIM,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Jayaram K Udupa,"UDUPA, J. K.",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Ricardo da Silva Torres,"TORRES, Ricardo da Silva",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Jorge Stolfi,"STOLFI, J.",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Paulo Andre V Miranda,"MIRANDA, Paulo Andre V",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Anderson Rocha,"ROCHA, Anderson",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Jancarlo Ferreira Gomes,J.F. Gomes,NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Rodrigo Minetto,"Minetto, R.",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Jefersson Alex dos Santos,"Santos, J.A.",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
"CIESIELSKI, KRZYSZTOF CHRIS","CIESIELSKI, KRZYSZTOF CHRIS",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
David Cox,"Cox, D.",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
João Paulo Papa,"PAPA, J. P.",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Alexandru Telea,A. Telea,NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Jos Roerdink,J. Roerdink,NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Filip Malmberg,F. Malmberg,NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Pedro Jussieu de Rezende,"REZENDE, P. J.",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Guillermo Sapiro,G. Sapiro,NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Mads Nielsen,"NIELSEN, M.",NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Erik B Dam,E. Dam,NAO,Técnicas Eficientes para Anotação de Imagem em Grandes Bases de Dados
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",SIM,"Modelos Computacionais para Aprendizado, Representação e Anotação de Conteúdo de Imagem"
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",SIM,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Jayaram K Udupa,"UDUPA, J. K.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Paulo André Vechiatto Miranda,"MIRANDA, Paulo André Vechiatto",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Clarissa Yasuda,C.L. Yasuda,NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Jefersson Alex dos Santos,"Santos, J.A.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Priscila Tiemi Maeda Saito,"SAITO, P. T. M.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
"CIESIELSKI, KRZYSZTOF CHRIS","CIESIELSKI, KRZYSZTOF CHRIS",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Kátia Denise Saraiva Bresciani,"BRESCIANI, K. D. S.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
João Paulo Papa,"PAPA, J. P.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Pedro Jussieu de Rezende,"REZENDE, P. J.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Ricardo da Silva Torres,"TORRES, R. S.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
"PEDRINI, HELIO","PEDRINI, HELIO",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
"CHOWDHURY, ANANDA SHANKAR","CHOWDHURY, ANANDA SHANKAR",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Alexandru C. Telea,"TELEA, A. C.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Luis Gustavo Nonato,"NONATO, L. G.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Ericson Bagatin,"BAGATIN, E.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Edvaldo Sabadini,"SABADINI, E.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Marcelo Finger,"FINGER, M.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Devis Tuia,"TUIA, D.",NAO,AnImaLS: Annotation of Images in Large Scale: What can machines and specialists learn from interaction?
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",NAO,Segmentação Assistida de Imagens e Vídeos Digitais
Roberto de Alencar Lotufo,"LOTUFO, Roberto de Alencar",NAO,Segmentação Assistida de Imagens e Vídeos Digitais
Rubens Machado,"MACHADO, Rubens",NAO,Segmentação Assistida de Imagens e Vídeos Digitais
Robert Liang Koo,"KOO, Robert Liang",SIM,Segmentação Assistida de Imagens e Vídeos Digitais
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",SIM,Análise de Imagens 3D de Raízes de Plantas visando Associações Genótipo-Fenótipo.
Alexandre Xavier Falcão,"FALCÃO, A. X.;Falcão, Alexandre X.;Falcao, A.X.;FALCAO, A;Falcão, A.X.;Falcão, A;Falcao, Alexandre Xavier;Xavier Falcão, Alexandre;Alexandre Xavier Falcão;FALCÃ£O, ALEXANDRE XAVIER;FALCAO, A. X.;FALAO, Alexandre Xavier;FALCAO, A.;FALCAO, ALEXANDRE X.;FALCÃO, ALEXANDRE;FALCAO, ALEXANDRE X;FALCAO, ALEXANDRE;FALCÃO, ALEXANDRE XAVIER",SIM,SAMSAM: Segmentation for Analysis and Measurements in the Shoot Apical Meristem
Thiago Vallin Spina,T.V. Spina,NAO,SAMSAM: Segmentation for Analysis and Measurements in the Shoot Apical Meristem
Elliot Meyerowitz,"MEYEROWITZ, E.",NAO,SAMSAM: Segmentation for Analysis and Measurements in the Shoot Apical Meristem
Alexandre Cunha,"CUNHA, A.",NAO,SAMSAM: Segmentation for Analysis and Measurements in the Shoot Apical Meristem
