NOME-COMPLETO-DO-AUTOR,NOME-PARA-CITACAO,ORDEM-DE-AUTORIA,NRO-ID-CNPQ,TRABALHO-EM-EVENTOS_Id,ARTIGO-PUBLICADO_Id,LIVRO-PUBLICADO-OU-ORGANIZADO_Id,TEXTO-EM-JORNAL-OU-REVISTA_Id,OUTRA-PRODUCAO-BIBLIOGRAFICA_Id,ARTIGO-ACEITO-PARA-PUBLICACAO_Id,SOFTWARE_Id,PATENTE_Id,PRODUTO-TECNOLOGICO_Id,PROCESSOS-OU-TECNICAS_Id,TRABALHO-TECNICO_Id,APRESENTACAO-DE-TRABALHO_Id,ORGANIZACAO-DE-EVENTO_Id,PROGRAMA-DE-RADIO-OU-TV_Id,MIDIA-SOCIAL-WEBSITE-BLOG_Id,DEMAIS-TRABALHOS_Id
"Maria Cristina Dias Tavares","Tavares, M.C.","2","",,16,,,,,,,,,,,,,,
"Zevallos, Milton E.","Zevallos, Milton E.","1","",,17,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","2","",,17,,,,,,,,,,,,,,
"Michel Gonçalves Pinheiro","PINHEIRO, Michel Gonçalves","1","",,18,,,,,,,,,,,,,,
"Tavares, Maria Cristina","Tavares, Maria Cristina","2","5542263961476284",,18,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","3","",,18,,,,,,,,,,,,,,
"João Bosco Gertrudes","GERTRUDES, João Bosco","1","2755740550497444",,19,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","2","",,19,,,,,,,,,,,,,,
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","3","3563809681641435",,19,,,,,,,,,,,,,,
"Mestas, P.","Mestas, P.","1","5092857787801476",,20,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, M.C.","2","",,20,,,,,,,,,,,,,,
"MACHADO JR, CAMILO","MACHADO JR, CAMILO","1","",,21,,,,,,,,,,,,,,
"A. FLORIANO, CARLOS","A. FLORIANO, CARLOS","10","",,21,,,,,,,,,,,,,,
"G. MACHADO, VANDERLEI","G. MACHADO, VANDERLEI","11","",,21,,,,,,,,,,,,,,
"M. MENDES, ANIELA","M. MENDES, ANIELA","12","6803772676219451",,21,,,,,,,,,,,,,,
"MAIA, MARCELO","MAIA, MARCELO","2","",,21,,,,,,,,,,,,,,
"CARVALHO JR, EDEN","CARVALHO JR, EDEN","3","",,21,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","C. Tavares, Maria","4","",,21,,,,,,,,,,,,,,
"B. GERTRUDES, JOÃO","B. GERTRUDES, JOÃO","5","2755740550497444",,21,,,,,,,,,,,,,,
"C. GOMES, ELSON","C. GOMES, ELSON","6","",,21,,,,,,,,,,,,,,
"FREITAS, WALMIR","FREITAS, WALMIR","7","",,21,,,,,,,,,,,,,,
"A. PAZ, MARCOS","A. PAZ, MARCOS","8","3537147442008055",,21,,,,,,,,,,,,,,
"A. MOREIRA, FERNANDO","A. MOREIRA, FERNANDO","9","8068628216980918",,21,,,,,,,,,,,,,,
"G. FABIÁN, RENZO.","G. FABIÁN, RENZO.","1","",,22,,,,,,,,,,,,,,
"C. GOMES, ELSON","C. GOMES, ELSON","2","",,22,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","C. Tavares, Maria","3","",,22,,,,,,,,,,,,,,
"A. FLORIANO, CARLOS","A. FLORIANO, CARLOS","4","",,22,,,,,,,,,,,,,,
"Mestas, Patricia","Mestas, Patricia","1","5092857787801476",,23,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","2","",,23,,,,,,,,,,,,,,
"Gole, Aniruddha M.","Gole, Aniruddha M.","3","",,23,,,,,,,,,,,,,,
"Santos, Gilmario","Santos, Gilmario","1","",,24,,,,,,,,,,,,,,
"Tozzi, Clesio","Tozzi, Clesio","2","",,24,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, MARIA","3","",,24,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,25,,,,,,,,,,,,,,
"Jonas Lemos Talaisys","Talaisys, J. L.","2","",,25,,,,,,,,,,,,,,
"Alessandra Camara","Camara, Alessandra","3","",,25,,,,,,,,,,,,,,
"Mestas, Patricia","Mestas, Patricia","1","5092857787801476",,26,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","2","",,26,,,,,,,,,,,,,,
"DE MATTOS, L.M.N.","DE MATTOS, L.M.N.","1","",,27,,,,,,,,,,,,,,
"MENDES, A.M.P.","MENDES, A.M.P.","2","",,27,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, M.C.","3","",,27,,,,,,,,,,,,,,
"DE LIMA FILHO, J.F.","DE LIMA FILHO, J.F.","4","",,27,,,,,,,,,,,,,,
"SILVA, EDUARDO A.","SILVA, EDUARDO A.","1","",,28,,,,,,,,,,,,,,
"MOREIRA, FERNANDO A.","MOREIRA, FERNANDO A.","2","",,28,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","3","",,28,,,,,,,,,,,,,,
"MAGRIN, FABIANO","MAGRIN, FABIANO","1","",,29,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","2","",,29,,,,,,,,,,,,,,
"DIAS, OZENIR","DIAS, OZENIR","1","",,30,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","2","",,30,,,,,,,,,,,,,,
"DIAS, OZENIR","DIAS, OZENIR","1","",,31,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","2","",,31,,,,,,,,,,,,,,
"Renzo Fabian","Fabian, R.","1","",,32,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","2","",,32,,,,,,,,,,,,,,
"DIAS, OZENIR","DIAS, OZENIR","1","",,33,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","2","",,33,,,,,,,,,,,,,,
"DIAS, O.","DIAS, O.","1","",,34,,,,,,,,,,,,,,
"MAGRIN, F.","MAGRIN, F.","2","",,34,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","3","",,34,,,,,,,,,,,,,,
"Jhair Stivel Acosta Sarmiento","SARMIENTO, J. S. A.","1","",,35,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","2","",,35,,,,,,,,,,,,,,
"German Samorodov","SAMORODOV, G.","1","",,36,,,,,,,,,,,,,,
"Simeon Kandakov","KANDAKOV, S.","2","",,36,,,,,,,,,,,,,,
"Samuil Zilberman","ZILBERMAN, S.","3","",,36,,,,,,,,,,,,,,
"Tatyana Krasilnikova","KRASILNIKOVA, T.","4","",,36,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","5","",,36,,,,,,,,,,,,,,
"Camilo Machado Junior","Machado Junior, Camilo","6","",,36,,,,,,,,,,,,,,
"Qingmin Li","LI, Q.","7","",,36,,,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","1","",,,0,,,,,,,,,,,,,
"Carlos A. Floriano","FLORIANO, C. A.","10","",,,0,,,,,,,,,,,,,
"Aniela M. Mendes","MENDES, A. M.","11","6803772676219451",,,0,,,,,,,,,,,,,
"João F. de Lima Filho","LIMA FILHO, J. F.","12","",,,0,,,,,,,,,,,,,
"Vanderlei G. Machado","MACHADO, V. G.","13","",,,0,,,,,,,,,,,,,
"Marcos de Araujo Paz","PAZ, Marcos de Araujo","2","3537147442008055",,,0,,,,,,,,,,,,,
"Camilo Machado Junior","Machado Junior, Camilo","3","",,,0,,,,,,,,,,,,,
"Marcelo Maia","MAIA, M.","4","",,,0,,,,,,,,,,,,,
"Eden Carvalho Jr","CARVALHO JR, E.","5","",,,0,,,,,,,,,,,,,
"ELSON COSTA GOMES","Gomes, E.","6","5542263961476284",,,0,,,,,,,,,,,,,
"João Bosco Gertrudes","GERTRUDES, João Bosco","7","2755740550497444",,,0,,,,,,,,,,,,,
"Renzo Fabian","Fabian, R.","8","",,,0,,,,,,,,,,,,,
"Walmir Freitas Filho","Freitas Filho, W.","9","",,,0,,,,,,,,,,,,,
"ELSON COSTA GOMES","Gomes, E.","1","5542263961476284",,,,0,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","2","",,,,0,,,,,,,,,,,,
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","1","5092857787801476",,,,1,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","2","",,,,1,,,,,,,,,,,,
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","1","5092857787801476",,,,2,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","2","",,,,2,,,,,,,,,,,,
"ELSON COSTA GOMES","Gomes, E.","1","5542263961476284",,,,3,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","2","",,,,3,,,,,,,,,,,,
"ELSON COSTA GOMES","Gomes, E.","1","5542263961476284",,,,4,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","2","",,,,4,,,,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","1","",,,,,0,,,,,,,,,,,
"ELSON COSTA GOMES","Gomes, E.","2","5542263961476284",,,,,0,,,,,,,,,,,
"Jeverson Barbiere","BARBIERE, J.","3","",,,,,0,,,,,,,,,,,
"Joan Sebastian Chaves Huertas","HUERTAS, J. S. C.","1","",,,,,,0,,,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","2","",,,,,,0,,,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,0,,,,,,,,,
"Ricardo Barz Sovat","SOVAT, R. B.","2","0404624792247041",,,,,,,0,,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","1","",,,,,,,,0,,,,,,,,
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","2","5092857787801476",,,,,,,,0,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","1","",,,,,,,,1,,,,,,,,
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","2","5092857787801476",,,,,,,,1,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,2,,,,,,,,
"PATRICIA MESTAS VALERO","VALERO, P. M.","2","5092857787801476",,,,,,,,2,,,,,,,,
"Maria Cristina Dias Tavares","Maria C. Tavares","1","",,,,,,,,3,,,,,,,,
"PATRICIA MESTAS VALERO","VALERO, P. M.","2","5092857787801476",,,,,,,,3,,,,,,,,
"Maria Cristina Dias Tavares","M. C. Tavares","1","",,,,,,,,4,,,,,,,,
"Renzo Fabian","Fabian, R.","2","",,,,,,,,4,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, M.C.","1","",,,,,,,,5,,,,,,,,
"Gilmário Barbosa dos Santos","Santos, G. B.","2","2957755655265658",,,,,,,,5,,,,,,,,
"Clesio Luiz Tozzi","Tozzi, C. L.","3","",,,,,,,,5,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, M.C.","1","",,,,,,,,6,,,,,,,,
"PATRICIA MESTAS VALERO","VALERO, P. M.","2","5092857787801476",,,,,,,,6,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, M.C.","1","",,,,,,,,7,,,,,,,,
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","2","5092857787801476",,,,,,,,7,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","1","",,,,,,,,8,,,,,,,,
"Ozenir Farah da Rocha Dias","DIAS, O. F. R.","2","7304740349470561",,,,,,,,8,,,,,,,,
"Fabiano Gustavo Silveira Magrin","MAGRIN, F. G. S.","3","",,,,,,,,8,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","1","",,,,,,,,9,,,,,,,,
"Renzo Fabian","Fabian, R.","2","",,,,,,,,9,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria Cristina","1","",,,,,,,,10,,,,,,,,
"PATRICIA MESTAS VALERO","VALERO, P. M.","2","5092857787801476",,,,,,,,10,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,11,,,,,,,,
"Fabiano Gustavo Silveira Magrin","MAGRIN, F. G. S.","2","",,,,,,,,11,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,12,,,,,,,,
"Fabiano Gustavo Silveira Magrin","MAGRIN, F. G. S.","2","",,,,,,,,12,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,13,,,,,,,,
"PATRICIA MESTAS VALERO","VALERO, P. M.","2","5092857787801476",,,,,,,,13,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,14,,,,,,,,
"PATRICIA MESTAS VALERO","VALERO, P. M.","2","5092857787801476",,,,,,,,14,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,15,,,,,,,,
"Jhair Stivel Acosta Sarmiento","SARMIENTO, J. S. A.","2","",,,,,,,,15,,,,,,,,
"Maria Cristina Dias Tavares","Tavares, Maria C.","1","",,,,,,,,16,,,,,,,,
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","2","5092857787801476",,,,,,,,16,,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,0,,,,,,,
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","2","5092857787801476",,,,,,,,,0,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,1,,,,,,,
"Patrícia Mestas Valero","VALERO, Patrícia Mestas","2","5092857787801476",,,,,,,,,1,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,2,,,,,,,
"Mestas, Patricia","Mestas, Patricia","2","5092857787801476",,,,,,,,,2,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,3,,,,,,,
"Mestas, Patricia","Mestas, Patricia","2","5092857787801476",,,,,,,,,3,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,4,,,,,,,
"Mestas, Patricia","Mestas, Patricia","2","5092857787801476",,,,,,,,,4,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,5,,,,,,,
"Mestas, Patricia","Mestas, Patricia","2","5092857787801476",,,,,,,,,5,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,6,,,,,,,
"Mestas, Patricia","Mestas, Patricia","2","5092857787801476",,,,,,,,,6,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,7,,,,,,,
"Mestas, Patricia","Mestas, Patricia","2","5092857787801476",,,,,,,,,7,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,8,,,,,,,
"Mestas, Patricia","Mestas, Patricia","2","5092857787801476",,,,,,,,,8,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,9,,,,,,,
"Mestas, Patricia","Mestas, Patricia","2","5092857787801476",,,,,,,,,9,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,10,,,,,,,
"Mestas, Patricia","Mestas, Patricia","2","5092857787801476",,,,,,,,,10,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,11,,,,,,,
"Mestas, Patricia","Mestas, Patricia","2","5092857787801476",,,,,,,,,11,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.","1","",,,,,,,,,12,,,,,,,
"Mestas, Patricia","Mestas, Patricia","2","5092857787801476",,,,,,,,,12,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,13,,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,0,,,,,,
"José Pissolato Filho","PISSOLATO FILHO, José","2","7870647855005820",,,,,,,,,,0,,,,,,
"CARLOS MANUEL PORTELA","PORTELA, C. M.","3","3563809681641435",,,,,,,,,,0,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,1,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,2,,,,,,
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","2","3563809681641435",,,,,,,,,,2,,,,,,
"José Pissolato Filho","PISSOLATO FILHO, José","3","7870647855005820",,,,,,,,,,2,,,,,,
"João Bosco Gertrudes","GERTRUDES, João Bosco","4","2755740550497444",,,,,,,,,,2,,,,,,
"Marcos de Araujo Paz","PAZ, Marcos de Araujo","5","3537147442008055",,,,,,,,,,2,,,,,,
"Allan Alves Montanari","MONTANARI, Allan Alves","6","",,,,,,,,,,2,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,3,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,4,,,,,,
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","2","3563809681641435",,,,,,,,,,4,,,,,,
"José Pissolato Filho","PISSOLATO FILHO, José","3","7870647855005820",,,,,,,,,,4,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,5,,,,,,
"José Pissolato Filho","PISSOLATO FILHO, José","2","7870647855005820",,,,,,,,,,5,,,,,,
"CARLOS MANUEL PORTELA","PORTELA, C. M.","3","3563809681641435",,,,,,,,,,5,,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,0,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,1,,,,,
"CARLOS MANUEL PORTELA","PORTELA, C. M.","2","3563809681641435",,,,,,,,,,,1,,,,,
"José Pissolato Filho","PISSOLATO FILHO, José","3","7870647855005820",,,,,,,,,,,1,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,2,,,,,
"CARLOS MANUEL PORTELA","PORTELA, C. M.","2","3563809681641435",,,,,,,,,,,2,,,,,
"José Pissolato Filho","PISSOLATO FILHO, José","3","7870647855005820",,,,,,,,,,,2,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,3,,,,,
"CARLOS MANUEL PORTELA","PORTELA, C. M.","2","3563809681641435",,,,,,,,,,,3,,,,,
"José Pissolato Filho","PISSOLATO FILHO, José","3","7870647855005820",,,,,,,,,,,3,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,4,,,,,
"José Pissolato Filho","PISSOLATO FILHO, José","2","7870647855005820",,,,,,,,,,,4,,,,,
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","3","3563809681641435",,,,,,,,,,,4,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,5,,,,,
"Carlos Medeiros Portela","PORTELA, Carlos Medeiros","2","3563809681641435",,,,,,,,,,,5,,,,,
"José Pissolato Filho","PISSOLATO FILHO, José","3","7870647855005820",,,,,,,,,,,5,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,6,,,,,
"José Pissolato Filho","PISSOLATO FILHO, José","2","7870647855005820",,,,,,,,,,,6,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,7,,,,,
"Clayton Rodrigues Cintra","CINTRA, Clayton Rodrigues","2","",,,,,,,,,,,7,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,8,,,,,
"Michel Gonçalves Pinheiro","PINHEIRO, Michel Gonçalves","2","",,,,,,,,,,,8,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,9,,,,,
"João Bosco Gertrudes","GERTRUDES, João Bosco","2","2755740550497444",,,,,,,,,,,9,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,10,,,,,
"João Bosco Gertrudes","GERTRUDES, João Bosco","2","2755740550497444",,,,,,,,,,,10,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,11,,,,,
"Leandro Lima","LIMA, Leandro","2","",,,,,,,,,,,11,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,12,,,,,
"Paulo Guidetti Campos","CAMPOS, Paulo Guidetti","2","",,,,,,,,,,,12,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,13,,,,,
"Paulo Prado","PRADO, Paulo","2","",,,,,,,,,,,13,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,14,,,,,
"Paulo Prado","PRADO, Paulo","2","",,,,,,,,,,,14,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,15,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,16,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,17,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,18,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,19,,,,,
"Maria Cristina Dias Tavares","TAVARES, M. C.;Tavares, M.C.;Cristina Tavares, M.;Tavares, Maria C.;Tavares, Maria Cristina;Maria Cristina Tavares;Maria C. Tavares;C. Tavares, Maria;TAVARES, MARIA;M. C. Tavares","1","3674511692669753",,,,,,,,,,,20,,,,,
